"Data";"Temperatura_Media";"Amplitude_Media";"Umidade_Media";"Vol_Chuva"
2016-01-30;24,0291666666667;1,2;77,2083333333333;3,8
2016-01-31;25,3416666666667;1,425;61,125;0
2016-02-01;26,1;1,55416666666667;53,9583333333333;0
2016-02-02;26,0708333333333;1,48333333333333;59,1666666666667;0
2016-02-03;25,6291666666667;1,69583333333333;65,5833333333333;0
2016-02-04;24,4541666666667;1,15833333333333;73,6666666666667;0
2016-02-05;25,3916666666667;1,725;68,9583333333333;2
2016-02-06;23,1333333333333;1,20833333333333;79,375;1
2016-02-07;23,5458333333333;1,68333333333333;75,875;5,6
2016-02-08;23,2208333333333;1,28333333333333;79,375;5,4
2016-02-09;24,6916666666667;1,39583333333333;71,4166666666667;0
2016-02-10;25,3833333333333;1,39166666666667;68,5416666666667;0
2016-02-11;24,2958333333333;1,56666666666667;76,8333333333333;27
2016-02-12;23,2666666666667;1,2125;82,25;13,4
2016-02-13;24,4916666666667;1,2375;69,2083333333333;0
2016-02-14;25,3625;1,35416666666667;69,6666666666667;0
2016-02-15;25,3125;1,40416666666667;71,375;0
2016-02-16;21,8708333333333;1,1625;85,3333333333333;45,4
2016-02-17;24,6541666666667;0,908333333333333;74,625;0
2016-02-18;23,1416666666667;1,44583333333333;80,6666666666667;14,6
2016-02-19;23,65;1,28333333333333;81,0833333333333;0
2016-02-20;24,0625;0,983333333333334;75,0833333333333;0
2016-02-21;22,2583333333333;0,870833333333334;82,1666666666667;3
2016-02-22;21,9166666666667;0,683333333333333;81,5833333333333;0,2
2016-02-23;21,8208333333333;0,95;83,9583333333333;1,6
2016-02-24;21,9958333333333;1,10833333333333;82,9166666666667;1,8
2016-02-25;22,95;1,175;78,2916666666667;4
2016-02-26;22,8791666666667;1,45416666666667;79,6666666666667;34,8
2016-02-27;23,6666666666667;1,20416666666667;79,0833333333333;5,4
2016-02-28;23,2916666666667;1,24166666666667;79,4583333333333;26,2
2016-02-29;19,0083333333333;0,595833333333333;74,25;1,8
2016-03-01;10,7333333333333;0,420833333333333;40,625;0,2
2016-03-02;10,775;0,675;35,7083333333333;0,4
2016-03-03;9,67916666666667;0,783333333333333;32,875;4,8
2016-03-04;12,8916666666667;0,85;42,2916666666667;0,2
2016-03-05;10,9583333333333;0,7125;34,7083333333333;0
2016-03-06;11,1083333333333;0,65;28,4166666666667;0
2016-03-07;12,375;0,741666666666667;29,625;0
2016-03-08;11,6375;0,625;24,9166666666667;0
2016-03-09;10,5916666666667;0,633333333333333;20,625;0
2016-03-10;4,125;0,308333333333333;12,9583333333333;0
2016-03-11;6,14166666666667;0,375;20,9166666666667;1,2
2016-03-12;9,55;0,6375;23,5833333333333;0
2016-03-13;9,55833333333333;0,65;25,4166666666667;0
2016-03-14;9,29166666666667;0,508333333333333;19,4166666666667;0
2016-03-15;5,3375;0,25;13,875;0
2016-03-16;7,30416666666667;0,379166666666667;19,6666666666667;0
2016-03-17;7,85;0,583333333333333;16,2916666666667;0
2016-03-18;10,0375;0,6875;22,625;0,6
2016-03-19;8,4625;0,391666666666667;12,3333333333333;0
2016-03-20;8,07083333333333;0,395833333333333;15,6666666666667;0
2016-03-21;4,79166666666667;0,220833333333333;8,5;0
2016-03-22;3,44166666666667;0,216666666666666;7,08333333333333;0
2016-03-23;1,09166666666667;0;2,70833333333333;0
2016-03-24;2,0625;0;5,5;0
2016-03-25;4,1375;0,1625;12,125;0
2016-03-26;6,35416666666667;0,4375;17,4166666666667;0
2016-03-27;2,2625;0,1625;5,58333333333333;0
2016-03-28;1,12916666666667;0;3,08333333333333;0
2016-03-29;2,30833333333333;0,108333333333333;4,75;0
2016-03-30;0;0;0;0
2016-03-31;0;0;0;0
2016-04-01;0;0;0;0
2016-04-02;0;0;0;0
2016-04-03;0;0;0;0
2016-04-04;0;0;0;0
2016-04-05;0;0;0;0
2016-04-06;0;0;0;0
2016-04-07;0;0;0;0
2016-04-08;0;0;0;0
2016-04-09;0;0;0;0
2016-04-10;0;0;0;0
2016-04-11;0;0;0;0
2016-04-12;0;0;0;0
2016-04-13;6,73333333333333;0,370833333333333;11,7083333333333;2,2
